signal_squared,p,repetition,risk
1,240,9,6.0031938548317569
1,240,10,5.2749056469579969
1,240,11,3.7986541242690559
1,240,12,6.8253462336707367
1,240,13,5.0109645304508721
1,240,14,5.5487040061071689
1,240,15,4.9848952744425894
1,240,16,6.0545132451436805
1,240,17,5.8826028479286165
1,240,18,4.4100901919036106
1,240,19,4.7193979066605367
1,240,20,4.4818754461508892
1,260,1,3.0470210004925566
1,260,2,4.572805859217639
1,260,3,2.9464516675379873
1,260,4,3.6229284099450387
1,260,5,3.227093185396801
1,260,6,3.5668688829780204
1,260,7,3.5151873141144558
1,260,8,3.3793914577978073
1,260,9,2.8971393504541001
1,260,10,3.9995315433240175
1,260,11,3.7573414894631525
1,260,12,4.092530092525938
1,260,13,4.0970889877762779
1,260,14,3.2326118525272483
1,260,15,4.0747476121500599
1,260,16,3.5030606455107494
1,260,17,3.9407183580696672
1,260,18,3.4371048419563723
1,260,19,3.3662041405852041
1,260,20,3.8207653349681419
1,300,1,3.034434114411821
1,300,2,2.5910946816649143
1,300,3,2.0643268530960359
1,300,4,2.2435635585966476
1,300,5,2.3324359372470753
1,300,6,2.737767470576709
1,300,7,2.4838235891112892
1,300,8,1.8367995812087641
1,300,9,2.3886572561693118
1,300,10,2.2950606757465053
1,300,11,2.2712627108332017
1,300,12,2.1563365403346531
1,300,13,2.6601534229313741
1,300,14,2.7554388382510551
1,300,15,3.1324442548345104
1,300,16,2.6203416826916777
1,300,17,2.4909265364395727
1,300,18,1.9683724902944228
1,300,19,2.3706876680463349
1,300,20,2.2370919336114201
1,400,1,1.5767324026723954
1,400,2,1.4265954308635245
1,400,3,1.4047156278578696
1,400,4,1.3138926712057952
1,400,5,2.0298164130806007
1,400,6,1.4135185920699087
1,400,7,1.3608625504315148
1,400,8,1.568071051896297
1,400,9,1.5412379100786335
1,400,10,1.4817204071249681
1,400,11,1.7686608425428607
1,400,12,1.5406790890900441
1,400,13,1.6567862703304126
1,400,14,1.421542993924451
1,400,15,1.9556763282890319
1,400,16,1.3648180065681854
1,400,17,1.427097488290306
1,400,18,1.630221327287938
1,400,19,1.5268085458078926
1,400,20,1.7133564059736932
1,600,1,1.2047096586566113
1,600,2,1.0765977206416568
1,600,3,1.155609745818784
1,600,4,1.0764272503284009
1,600,5,1.1059912200426225
1,600,6,1.2476897377148066
1,600,7,1.1986418148010758
1,600,8,1.1246208682653633
1,600,9,1.0887897798656709
1,600,10,1.1112809644212118
1,600,11,1.2111083866017338
1,600,12,1.1435451006011446
1,600,13,1.2505755716764411
1,600,14,1.0667457515290149
1,600,15,1.1830128917177285
1,600,16,1.0958876510194351
1,600,17,1.0920106017621534
1,600,18,1.1716251942493185
1,600,19,1.2403420535537921
1,600,20,1.2815268749564475
