replication,T,method,lower,upper,covers,length
214,500,Boot,-0.48725210535993813,-0.1105232702780167,1,0.37672883508192145
214,500,RS,-0.48147480762759581,-0.14944590689896869,1,0.33202890072862712
214,1000,PI,-0.56236743018885837,-0.27179027395338917,1,0.2905771562354692
214,1000,Boot,-0.53266337692108379,-0.27372128262640938,1,0.25894209429467441
214,1000,RS,-0.54253386420955196,-0.29162383993269558,1,0.25091002427685638
214,2000,PI,-0.62791670590328408,-0.42602492498882133,1,0.20189178091446275
214,2000,Boot,-0.63634791148994196,-0.416778970172761,1,0.21956894131718097
214,2000,RS,-0.75031116415082499,-0.30363046674128047,1,0.44668069740954452
214,5000,PI,-0.54131656093957803,-0.41957359732615923,1,0.1217429636134188
214,5000,Boot,-0.54264131961903339,-0.4049622195835606,1,0.13767910003547279
214,5000,RS,-0.54444289950313096,-0.41644725876260624,1,0.12799564074052472
214,10000,PI,-0.52744356144278104,-0.44342404063005814,1,0.084019520812722903
214,10000,Boot,-0.52692639404676755,-0.42882703971440816,1,0.09809935433235939
214,10000,RS,-0.5173236920178812,-0.45354391005495803,0,0.063779781962923165
215,500,PI,-0.7147113562082964,-0.24473281307744302,1,0.46997854313085341
215,500,Boot,-0.65986823337288891,-0.29338764238024162,1,0.36648059099264729
215,500,RS,-0.57662974786105781,-0.38281442142468158,1,0.19381532643637622
215,1000,PI,-0.60802753907872342,-0.31408496683313414,1,0.29394257224558928
215,1000,Boot,-0.60535520392101083,-0.31885932431957564,1,0.28649587960143519
215,1000,RS,-0.51473265263144274,-0.40737985328041487,1,0.10735279935102787
215,2000,PI,-0.55324147590895623,-0.35887199153892102,1,0.19436948437003521
215,2000,Boot,-0.53634470929272349,-0.36516316104096458,1,0.17118154825175891
215,2000,RS,-0.48921355492285168,-0.42289991252502557,1,0.066313642397826111
215,5000,PI,-0.47830230318178912,-0.36165469371821513,1,0.116647609463574
215,5000,Boot,-0.47277145795982595,-0.35843516341550302,1,0.11433629454432293
215,5000,RS,-0.47268201887354611,-0.36727497802645814,1,0.10540704084708796
215,10000,PI,-0.4850209407274077,-0.40076267812252303,1,0.084258262604884671
215,10000,Boot,-0.48121556041776076,-0.40329070461461297,1,0.077924855803147786
215,10000,RS,-0.4827823868590484,-0.40300123199088234,1,0.07978115486816606
216,500,PI,-0.71542552615039723,-0.25388059176836447,1,0.46154493438203276
216,500,Boot,-0.68694697012511152,-0.22434525238421793,1,0.46260171774089359
216,500,RS,-0.60571355405521032,-0.36359256386355149,1,0.24212099019165884
216,1000,PI,-0.63898398027856995,-0.34880782115203746,1,0.2901761591265325
216,1000,Boot,-0.62299464789295533,-0.34454790060127322,1,0.27844674729168212
216,1000,RS,-0.58181802689829332,-0.40597377453231409,1,0.17584425236597923
216,2000,PI,-0.57026745746879681,-0.37388542489055904,1,0.19638203257823778
216,2000,Boot,-0.55351286212753903,-0.37643247186803486,1,0.17708039025950417
216,2000,RS,-0.5677533451692518,-0.37639953719010399,1,0.19135380797914781
216,5000,PI,-0.47981865405095353,-0.3599896647317235,1,0.11982898931923003
216,5000,Boot,-0.48012685273151784,-0.35752012299734198,1,0.12260672973417586
216,5000,RS,-0.49979879693485407,-0.34000952184782296,1,0.15978927508703111
216,10000,PI,-0.4573157659647667,-0.37313869465377209,1,0.084177071310994611
216,10000,Boot,-0.4589532012833788,-0.37556822460574363,1,0.08338497667763517
216,10000,RS,-0.44625980912923552,-0.38419465148930326,0,0.062065157639932256
217,500,PI,-0.7928307424465505,-0.30944381273039012,1,0.48338692971616037
217,500,Boot,-0.79831701629578444,-0.34504047838979657,1,0.45327653790598788
217,500,RS,-0.91442386381348184,-0.18785069136345872,1,0.72657317245002306
217,1000,PI,-0.68984550465775551,-0.3819357399430946,1,0.30790976471466092
217,1000,Boot,-0.67042816498645663,-0.3864825918547985,1,0.28394557313165814
217,1000,RS,-0.75111340264928916,-0.32066784195156089,1,0.43044556069772827
217,2000,PI,-0.5791693413771194,-0.38070377305647352,1,0.19846556832064588
217,2000,Boot,-0.56968728916198863,-0.38282283095906411,1,0.18686445820292452
217,2000,RS,-0.60812619535375678,-0.35174691907983613,1,0.25637927627392065
217,5000,PI,-0.52928501028830843,-0.40937023269156847,1,0.11991477759673996
217,5000,Boot,-0.52369892120603034,-0.40872158697497446,1,0.11497733423105588
217,5000,RS,-0.50664554983463028,-0.43200969314524656,1,0.074635856689383717
217,10000,PI,-0.47744723962508262,-0.39435491909407472,1,0.083092320531007902
217,10000,Boot,-0.47284492304531545,-0.39169125128405968,1,0.081153671761255763
217,10000,RS,-0.51152104950510147,-0.36028110921405582,1,0.15123994029104565
218,500,PI,-0.70407762423126985,-0.21695088604237936,1,0.48712673818889052
218,500,Boot,-0.64175171157157529,-0.23117082793016866,1,0.41058088364140666
218,500,RS,-0.65910838001597938,-0.2619201302576698,1,0.39718824975830958
218,1000,PI,-0.65344351348505292,-0.35113313841217386,1,0.30231037507287906
218,1000,Boot,-0.63605896757298719,-0.33021772643384195,1,0.30584124113914524
218,1000,RS,-0.58238427106187352,-0.42219238083535326,1,0.16019189022652025
218,2000,PI,-0.60152048344432152,-0.39817649687866113,1,0.20334398656566038
218,2000,Boot,-0.58027650684271936,-0.38393867593108399,1,0.19633783091163537
218,2000,RS,-0.53803878273659533,-0.46165819758638732,0,0.076380585150208014
218,5000,PI,-0.54193386951051192,-0.41895489569329064,1,0.12297897381722128
218,5000,Boot,-0.53596532395006136,-0.41647244177694126,1,0.1194928821731201
218,5000,RS,-0.51093783028037887,-0.44995093492342364,0,0.060986895356955229
218,10000,PI,-0.50245226876308158,-0.41887846750164365,1,0.08357380126143793
218,10000,Boot,-0.50067460569679423,-0.41553505132271162,1,0.085139554374082604
218,10000,RS,-0.50052188841875722,-0.42080884784596795,1,0.079713040572789273
219,500,PI,-0.56576540620712101,-0.063692447934114771,1,0.50207295827300624
219,500,Boot,-0.49910505353757406,-0.069077493544312557,1,0.43002755999326148
219,500,RS,-0.42878580211805561,-0.20067205202318017,0,0.22811375009487544
219,1000,PI,-0.48824074846456678,-0.17835341333903088,1,0.3098873351255359
219,1000,Boot,-0.46723895294692308,-0.17709931973732149,1,0.29013963320960157
219,1000,RS,-0.39860234810360518,-0.26799181369999248,0,0.1306105344036127
219,2000,PI,-0.45396346700405671,-0.2521219723883153,1,0.20184149461574141
219,2000,Boot,-0.43508577465697706,-0.23643695951820703,0,0.19864881513877003
219,2000,RS,-0.45568868370895704,-0.25039675568341496,1,0.20529192802554208
219,5000,PI,-0.48944063308401475,-0.36840125108858446,1,0.1210393819954303
219,5000,Boot,-0.48194672665559574,-0.35563524230249477,1,0.12631148435310097
219,5000,RS,-0.56026198585755105,-0.29757989831504811,1,0.26268208754250294
219,10000,PI,-0.48176542263210698,-0.39783308464975797,1,0.083932337982349003
219,10000,Boot,-0.47889710081892001,-0.39559574155609473,1,0.083301359262825281
219,10000,RS,-0.49715112289228586,-0.38244738438957909,1,0.11470373850270676
220,500,PI,-0.67096417465443514,-0.15346642226280649,1,0.51749775239162865
220,500,Boot,-0.60837854040458195,-0.16828601289705186,1,0.44009252750753008
220,500,RS,-0.54984187790274053,-0.27458871901450105,1,0.27525315888823948
220,1000,PI,-0.5428023800741798,-0.22933601873230158,1,0.31346636134187822
220,1000,Boot,-0.52116306901078524,-0.21296664503562657,1,0.30819642397515867
220,1000,RS,-0.45044148983140686,-0.32169690897507452,1,0.12874458085633234
220,2000,PI,-0.56311337801886008,-0.35285545923940564,1,0.21025791877945443
220,2000,Boot,-0.56292949958697558,-0.34927859490968005,1,0.21365090467729553
220,2000,RS,-0.59783181102224492,-0.31813702623602075,1,0.27969478478622417
220,5000,PI,-0.49834294507937199,-0.37671877432936579,1,0.1216241707500062
220,5000,Boot,-0.49885170043982136,-0.37830019738929577,1,0.12055150305052559
220,5000,RS,-0.48035737077796814,-0.39470434863076964,1,0.085653022147198499
220,10000,PI,-0.50046155681341786,-0.41539230350964607,1,0.085069253303771797
220,10000,Boot,-0.49552299486650714,-0.41503468051169418,1,0.080488314354812962
220,10000,RS,-0.49987385849235694,-0.41598000183070699,1,0.083893856661649946
221,500,PI,-0.68733412189779597,-0.15391557771806114,1,0.53341854417973478
221,500,Boot,-0.64053277411864717,-0.20722329407097415,1,0.433309480047673
221,500,RS,-0.69188009461693933,-0.14936960499891772,1,0.54251048961802162
221,1000,PI,-0.60928992466383702,-0.30896312093392003,1,0.30032680372991699
221,1000,Boot,-0.58434708874839569,-0.29137199454398122,1,0.29297509420441448
221,1000,RS,-0.55691653607106406,-0.36133650952669294,1,0.19558002654437112
221,2000,PI,-0.5251066076172044,-0.32631118759807942,1,0.19879542001912498
221,2000,Boot,-0.51819229455773985,-0.32067929908019888,1,0.19751299547754098
221,2000,RS,-0.48533947800002919,-0.36607831721525463,1,0.11926116078477456
221,5000,PI,-0.51645829531598175,-0.39340033018935322,1,0.12305796512662853
221,5000,Boot,-0.51364694164564617,-0.39483919882827806,1,0.11880774281736811
221,5000,RS,-0.5134377180709252,-0.39642090743440966,1,0.11701681063651553
221,10000,PI,-0.48535060677294645,-0.39982661884021381,1,0.085523987932732637
221,10000,Boot,-0.48823018992716222,-0.39508340538794112,1,0.093146784539221095
221,10000,RS,-0.47535001264924859,-0.40982721296391167,1,0.065522799685336919
222,500,PI,-0.64612722030854353,-0.10260499340673046,1,0.54352222690181307
222,500,Boot,-0.61327296794126129,-0.16156983130065355,1,0.45170313664060774
222,500,RS,-0.57942832953053491,-0.16930388418473905,1,0.41012444534579584
222,1000,PI,-0.56166876300595514,-0.26078841141716924,1,0.3008803515887859
222,1000,Boot,-0.56075492281850947,-0.25790731342108464,1,0.30284760939742483
222,1000,RS,-0.535440727160305,-0.28701644726281939,1,0.24842427989748561
222,2000,PI,-0.54203682230252148,-0.34130899308665941,1,0.20072782921586207
222,2000,Boot,-0.54441445514621778,-0.32941636534960961,1,0.21499808979660817
222,2000,RS,-0.51807479964990977,-0.36527101573927118,1,0.15280378391063859
222,5000,PI,-0.50735339213863528,-0.38256866659910616,1,0.12478472553952913
222,5000,Boot,-0.49852604953230845,-0.38400752060076682,1,0.11451852893154163
222,5000,RS,-0.49494020614618245,-0.39498185259155899,1,0.099958353554623458
222,10000,PI,-0.45394656654394727,-0.36961908938843735,1,0.084327477155509922
222,10000,Boot,-0.45842416005013936,-0.36501995608376631,1,0.093404203966373056
222,10000,RS,-0.47697284811775559,-0.34659280781462903,1,0.13038004030312655
223,500,PI,-0.8934467457113997,-0.41785975647416729,1,0.47558698923723242
223,500,Boot,-0.84235138987193203,-0.40922889931706719,1,0.43312249055486485
223,500,RS,-0.70120383533472663,-0.61010266685084036,0,0.091101168483886275
223,1000,PI,-0.72878247256057471,-0.41628120573868377,1,0.31250126682189094
223,1000,Boot,-0.70928580653829343,-0.41335944722499823,1,0.2959263593132952
223,1000,RS,-0.76252340485475578,-0.3825402734445027,1,0.37998313141025308
223,2000,PI,-0.59157884176581743,-0.39091807400893824,1,0.20066076775687919
223,2000,Boot,-0.58948158720640309,-0.37641745129425197,1,0.21306413591215112
223,2000,RS,-0.66210343117960069,-0.32039348459515493,1,0.34170994658444576
223,5000,PI,-0.53364530786935382,-0.41148668251538711,1,0.12215862535396671
223,5000,Boot,-0.5256322824905546,-0.3981959689380164,1,0.12743631355253821
223,5000,RS,-0.53751383709936806,-0.40761815328537288,1,0.12989568381399519
223,10000,PI,-0.49597789569681167,-0.41226008378682161,1,0.083717811909990059
223,10000,Boot,-0.49552130727280541,-0.40878950742735948,1,0.086731799845445934
223,10000,RS,-0.51108185244412174,-0.39715612703951153,1,0.11392572540461021
224,500,PI,-0.56969202663704399,-0.13674512191405491,1,0.43294690472298908
224,500,Boot,-0.55740926452712014,-0.13497973114680398,1,0.42242953338031619
224,500,RS,-0.52466751043899773,-0.18176963811210117,1,0.34289787232689656
224,1000,PI,-0.58435356559077967,-0.30794667177776325,1,0.27640689381301642
224,1000,Boot,-0.57175187801846639,-0.30644992739779714,1,0.26530195062066925
224,1000,RS,-0.6079191078908972,-0.28438112947764571,1,0.32353797841325149
224,2000,PI,-0.53264547062241974,-0.34086489323616165,1,0.19178057738625809
224,2000,Boot,-0.52400671423842482,-0.33030213592900926,1,0.19370457830941556
224,2000,RS,-0.50561357125101347,-0.36789679260756786,1,0.13771677864344561
224,5000,PI,-0.52468422613109711,-0.40234620082872158,1,0.12233802530237553
224,5000,Boot,-0.52089510587609844,-0.39359687368564078,1,0.12729823219045766
224,5000,RS,-0.50343545755232899,-0.42359496940748964,1,0.07984048814483935
224,10000,PI,-0.49675781213619713,-0.41164272578377897,1,0.085115086352418157
224,10000,Boot,-0.4894430519228361,-0.40819585071160419,1,0.081247201211231912
224,10000,RS,-0.47188353815812811,-0.43651699976184799,1,0.035366538396280123
225,500,PI,-0.58549390366316012,-0.11881362615292471,1,0.46668027751023544
225,500,Boot,-0.5556076976325095,-0.10301164196025123,1,0.45259605567225825
225,500,RS,-0.53826384696264873,-0.16604368285343607,1,0.37222016410921266
225,1000,PI,-0.55612591456928273,-0.28094850500510155,1,0.27517740956418119
225,1000,Boot,-0.53348635701487412,-0.28113890927908536,1,0.25234744773578877
225,1000,RS,-0.55943862899829888,-0.27763579057608534,1,0.28180283842221354
225,2000,PI,-0.59918644606195925,-0.39961595395387295,1,0.19957049210808631
225,2000,Boot,-0.5890201993897114,-0.39222551785650001,1,0.19679468153321139
225,2000,RS,-0.64789512869507349,-0.35090727132075872,1,0.29698785737431477
225,5000,PI,-0.53274487280308203,-0.41263316114968385,1,0.12011171165339818
225,5000,Boot,-0.53636067692876632,-0.39197718907626355,1,0.14438348785250277
225,5000,RS,-0.52056899181149774,-0.42480904214126808,1,0.09575994967022966
225,10000,PI,-0.51451047178947307,-0.43053644208562586,1,0.083974029703847208
225,10000,Boot,-0.52088679423764317,-0.42280238424207039,1,0.098084409995572774
225,10000,RS,-0.4907491026954956,-0.45429781117960338,0,0.036451291515892215
226,500,PI,-0.76505541273976441,-0.19373949680803543,1,0.57131591593172892
226,500,Boot,-0.72882524078186739,-0.20241385606865492,1,0.52641138471321247
226,500,RS,-0.72820434868266171,-0.23059056086513821,1,0.49761378781752352
226,1000,PI,-0.58101407596675148,-0.28238171495870368,1,0.2986323610080478
226,1000,Boot,-0.58148147115505289,-0.25790813308778648,1,0.3235733380672664
226,1000,RS,-0.53996938257245986,-0.3234264083529953,1,0.21654297421946456
226,2000,PI,-0.50969655211476417,-0.31479276319961719,1,0.19490378891514698
226,2000,Boot,-0.50788134234851734,-0.31112802513585575,1,0.19675331721266159
226,2000,RS,-0.48823698436765328,-0.33625233094672802,1,0.15198465342092526
226,5000,PI,-0.44922045137574473,-0.33053747929218791,1,0.11868297208355683
226,5000,Boot,-0.4535943255226812,-0.32072168509656929,1,0.13287264042611191
226,5000,RS,-0.43650646111552049,-0.34325146955241215,0,0.093254991563108347
226,10000,PI,-0.44417662000497549,-0.36039975920925826,0,0.083776860795717223
226,10000,Boot,-0.43456023044889863,-0.35373738767337148,0,0.080822842775527148
226,10000,RS,-0.43189362953528065,-0.3726827496789531,0,0.059210879856327558
227,500,PI,-0.65488694455918928,-0.13804492228219978,1,0.5168420222769895
227,500,Boot,-0.58294358614525699,-0.15524560268200185,1,0.42769798346325516
227,500,RS,-0.443627371185499,-0.34930449565589006,0,0.094322875529608941
227,1000,PI,-0.60653394486014012,-0.31091258825160256,1,0.29562135660853756
227,1000,Boot,-0.58922082792355046,-0.30797305272009845,1,0.28124777520345201
227,1000,RS,-0.63892777170081327,-0.27851876141092946,1,0.36040901028988381
227,2000,PI,-0.54995534008232583,-0.3495467091295516,1,0.20040863095277422
227,2000,Boot,-0.54211159001427189,-0.34017444731853813,1,0.20193714269573376
227,2000,RS,-0.5297340396566419,-0.36976800955523564,1,0.15996603010140625
227,5000,PI,-0.49235244230715808,-0.36986208541131832,1,0.12249035689583976
227,5000,Boot,-0.48209667420637142,-0.35813407291119753,1,0.12396260129517389
227,5000,RS,-0.46720987367541728,-0.39500465404305912,1,0.072205219632358153
227,10000,PI,-0.48445373510695566,-0.39950222774298771,1,0.084951507363967949
227,10000,Boot,-0.48040817578152767,-0.40073888995966916,1,0.079669285821858504
227,10000,RS,-0.46964654517393767,-0.41430941767600571,1,0.055337127497931959
228,500,PI,-0.53781743879314015,-0.091396060755021158,1,0.44642137803811899
228,500,Boot,-0.52231806454815566,-0.10840069714441428,1,0.41391736740374141
228,500,RS,-0.56032668087477344,-0.068886818673387834,1,0.49143986220138558
228,1000,PI,-0.56386978397021281,-0.28453325997501122,1,0.27933652399520159
228,1000,Boot,-0.55912104542724317,-0.28442441725655188,1,0.27469662817069129
228,1000,RS,-0.55380189112899691,-0.29460115281622712,1,0.2592007383127698
228,2000,PI,-0.56135999335799303,-0.36975126405899206,1,0.19160872929900097
228,2000,Boot,-0.56056501818967641,-0.33494108207151474,1,0.22562393611816167
228,2000,RS,-0.55702607287793171,-0.37408518453905332,1,0.18294088833887839
228,5000,PI,-0.51283792756085822,-0.39014525473426637,1,0.12269267282659185
228,5000,Boot,-0.50240842113075668,-0.3724216747401109,1,0.12998674639064578
228,5000,RS,-0.53284011729049285,-0.37014306500463179,1,0.16269705228586107
228,10000,PI,-0.46727191243893601,-0.38277542819802163,1,0.084496484240914382
228,10000,Boot,-0.46298386315374018,-0.37232912345129909,1,0.090654739702441089
228,10000,RS,-0.48904364988338811,-0.36100369075356953,1,0.12803995912981858
229,500,PI,-0.58857343047313948,-0.13727773385575356,1,0.45129569661738589
229,500,Boot,-0.56657334645028934,-0.15354914954879698,1,0.41302419690149239
229,500,RS,-0.66606976037390975,-0.059781403954983325,1,0.60628835641892642
229,1000,PI,-0.63772543792084646,-0.34108039776063959,1,0.29664504016020687
229,1000,Boot,-0.62407368204698843,-0.35038938941904763,1,0.27368429262794081
229,1000,RS,-0.69160183462972047,-0.28720400105176558,1,0.40439783357795489
229,2000,PI,-0.54034832486445294,-0.34571587027374429,1,0.19463245459070866
229,2000,Boot,-0.54075859629371847,-0.35156017366424719,1,0.18919842262947129
229,2000,RS,-0.52517023313128108,-0.36089396200691615,1,0.16427627112436494
229,5000,PI,-0.49745810113319772,-0.37531268019348091,1,0.12214542093971681
229,5000,Boot,-0.50429534191427106,-0.37491546798737552,1,0.12937987392689554
229,5000,RS,-0.4914193100109901,-0.38135147131568853,1,0.11006783869530157
229,10000,PI,-0.49610538283859057,-0.41115669657746251,1,0.084948686261128059
229,10000,Boot,-0.49642207030455043,-0.4152628642695449,1,0.081159206035005538
229,10000,RS,-0.49228078312389328,-0.4149812962921598,1,0.077299486831733488
230,500,PI,-0.60574198245696431,-0.12557198134748673,1,0.48017000110947761
230,500,Boot,-0.58418141459244866,-0.15615014362585941,1,0.42803127096658922
230,500,RS,-0.51994625485735946,-0.21136770894709153,1,0.3085785459102679
230,1000,PI,-0.62983518235765301,-0.33603443087142926,1,0.29380075148622375
230,1000,Boot,-0.61760198679038969,-0.34199509685232155,1,0.27560688993806814
230,1000,RS,-0.70921166084844212,-0.25665795238064015,1,0.45255370846780196
230,2000,PI,-0.53828239503624253,-0.34192202721635645,1,0.19636036781988608
230,2000,Boot,-0.53120610440155291,-0.34173149886351861,1,0.1894746055380343
230,2000,RS,-0.51837183015919241,-0.36183259209340657,1,0.15653923806578585
230,5000,PI,-0.54702531156650114,-0.42417434463558074,1,0.1228509669309204
230,5000,Boot,-0.54334632769108471,-0.41939316359343165,1,0.12395316409765306
230,5000,RS,-0.58442972751105704,-0.38676992869102494,1,0.1976597988200321
230,10000,PI,-0.52576479777302731,-0.44036413398120461,1,0.085400663791822706
230,10000,Boot,-0.52193960199205847,-0.437920053911936,1,0.084019548080122464
230,10000,RS,-0.52605703154968797,-0.44007190020454384,1,0.085985131345144128
231,500,PI,-0.78968371363601042,-0.31687706006993066,1,0.47280665356607976
231,500,Boot,-0.76512377092454564,-0.33809296166055036,1,0.42703080926399528
231,500,RS,-0.65645631772066815,-0.45010445598527293,0,0.20635186173539521
231,1000,PI,-0.6669080468424502,-0.36810172493456839,1,0.29880632190788181
231,1000,Boot,-0.64234273103455586,-0.37141029701893302,1,0.27093243401562284
231,1000,RS,-0.62067790380595678,-0.41433186797106175,1,0.20634603583489503
231,2000,PI,-0.53174463079167011,-0.33805603894743669,1,0.19368859184423343
231,2000,Boot,-0.52799646418156954,-0.33837572667435123,1,0.18962073750721831
231,2000,RS,-0.59846747131689737,-0.27133319842220949,1,0.32713427289468788
231,5000,PI,-0.48438179019206751,-0.36537781263163682,1,0.11900397756043068
231,5000,Boot,-0.48352682345505255,-0.36188132182317884,1,0.12164550163187371
231,5000,RS,-0.50815330737322151,-0.34160629545048277,1,0.16654701192273874
231,10000,PI,-0.48160901955241792,-0.39907190920502084,1,0.08253711034739708
231,10000,Boot,-0.48522578214371209,-0.39378222521997253,1,0.091443556923739566
231,10000,RS,-0.48113389396612016,-0.39954703479131859,1,0.081586859174801574
232,500,PI,-0.68817256393312043,-0.19509775077939223,1,0.4930748131537282
232,500,Boot,-0.65393510015840495,-0.19310826144124354,1,0.4608268387171614
232,500,RS,-0.61976425836910765,-0.26350605634340502,1,0.35625820202570263
232,1000,PI,-0.58943409582954287,-0.28299314945118981,1,0.30644094637835306
232,1000,Boot,-0.57395462578960399,-0.28245243761845273,1,0.29150218817115126
232,1000,RS,-0.47804353826014345,-0.39438370702058922,1,0.083659831239554228
232,2000,PI,-0.46755693263748654,-0.27945337908623136,1,0.18810355355125519
232,2000,Boot,-0.46718052147870015,-0.26376782178332153,1,0.20341269969537862
232,2000,RS,-0.48218615005078724,-0.26482416167293066,1,0.21736198837785659
232,5000,PI,-0.48826704229222473,-0.36931940262212215,1,0.11894763967010258
232,5000,Boot,-0.48492445019142283,-0.36118574720539198,1,0.12373870298603085
232,5000,RS,-0.52735197061848749,-0.33023447429585934,1,0.19711749632262815
232,10000,PI,-0.46463634739981513,-0.38055841765890058,1,0.084077929740914548
232,10000,Boot,-0.45963704914293324,-0.37872977400220842,1,0.080907275140724821
232,10000,RS,-0.46650277619837954,-0.37869198886033617,1,0.087810787338043372
233,500,PI,-0.5032100647309572,-0.033208329179597873,1,0.47000173555135932
233,500,Boot,-0.48621581870974512,-0.065929311393885304,1,0.42028650731585981
233,500,RS,-0.35589019016065876,-0.18052820374989637,0,0.17536198641076239
233,1000,PI,-0.56029005207171367,-0.27150155527701381,1,0.28878849679469987
233,1000,Boot,-0.56442404956960235,-0.27139357414486232,1,0.29303047542474003
233,1000,RS,-0.65288959275082625,-0.1789020145979012,1,0.47398757815292503
233,2000,PI,-0.55193770439041268,-0.35877988991278209,1,0.19315781447763058
233,2000,Boot,-0.55486784525741073,-0.34492558976508059,1,0.20994225549233014
233,2000,RS,-0.5717053292655333,-0.33901226503766146,1,0.23269306422787184
233,5000,PI,-0.51615933033790262,-0.39617691877722666,1,0.11998241156067596
233,5000,Boot,-0.52600869861636834,-0.3802372859228712,1,0.14577141269349714
233,5000,RS,-0.48430115703019522,-0.42803509208493412,1,0.056266064945261096
233,10000,PI,-0.48643433899688404,-0.40130211919457603,1,0.085132219802308007
233,10000,Boot,-0.48774144798401958,-0.39383319220977281,1,0.093908255774246774
233,10000,RS,-0.46943158221455461,-0.41830487597690547,1,0.051126706237649144
234,500,PI,-0.77957092620756763,-0.31259071720644793,1,0.46698020900111969
234,500,Boot,-0.76137505652261428,-0.32757682496068663,1,0.43379823156192765
234,500,RS,-0.67817890682652693,-0.41398273658748863,1,0.2641961702390383
234,1000,PI,-0.56790497084011293,-0.26326283156288049,1,0.30464213927723244
234,1000,Boot,-0.5453820410402912,-0.25968895389650032,1,0.28569308714379088
234,1000,RS,-0.61839016590386242,-0.21277763649913112,1,0.4056125294047313
234,2000,PI,-0.54973367849389887,-0.35469074526596905,1,0.19504293322792982
234,2000,Boot,-0.53133207150255046,-0.34491714233354925,1,0.18641492916900121
234,2000,RS,-0.58298079245887069,-0.32144363130099729,1,0.2615371611578734
234,5000,PI,-0.54143909317372907,-0.42123384800564467,1,0.1202052451680844
234,5000,Boot,-0.54042471655440782,-0.41577620552824834,1,0.12464851102615948
234,5000,RS,-0.55662082275641467,-0.40605211842295907,1,0.15056870433345559
234,10000,PI,-0.53038937763410965,-0.4454343862935744,1,0.084954991340535246
234,10000,Boot,-0.53268081901506881,-0.44107497395757905,1,0.091605845057489754
234,10000,RS,-0.52632481547960008,-0.44949894844808397,0,0.076825867031516115
235,500,PI,-0.71054352712237856,-0.23903168633643351,1,0.47151184078594505
235,500,Boot,-0.69037107078747351,-0.26767650277969757,1,0.42269456800777594
235,500,RS,-0.5181581477468884,-0.43141706571192368,1,0.086741082034964723
235,1000,PI,-0.57976548152414575,-0.28776934811226734,1,0.29199613341187841
235,1000,Boot,-0.53182801548615555,-0.27562367067335491,1,0.25620434481280063
235,1000,RS,-0.57619643064042647,-0.29133839899598657,1,0.2848580316444399
235,2000,PI,-0.56913804413036251,-0.37037334301799374,1,0.19876470111236877
235,2000,Boot,-0.56387086366605965,-0.3671527103373553,1,0.19671815332870435
235,2000,RS,-0.51146724393517162,-0.42804414321318468,1,0.083423100721986942
235,5000,PI,-0.52638528135439822,-0.40670928989707777,1,0.11967599145732044
235,5000,Boot,-0.52296884598780324,-0.40459247065383452,1,0.11837637533396872
235,5000,RS,-0.51517491520121372,-0.41791965605026227,1,0.097255259150951456
235,10000,PI,-0.52750933251327825,-0.44335161897087971,1,0.084157713542398538
235,10000,Boot,-0.52998632264225209,-0.44277801183125243,1,0.087208310810999667
235,10000,RS,-0.54514123015173299,-0.42571972133242503,1,0.11942150881930796
236,500,PI,-0.62428691365098365,-0.11826185904648817,1,0.50602505460449554
236,500,Boot,-0.56385525394528957,-0.12825602161099689,1,0.43559923233429265
236,500,RS,-0.53873696647457803,-0.20381180622289391,1,0.33492516025168412
236,1000,PI,-0.59174838541638453,-0.28112694053041648,1,0.31062144488596805
236,1000,Boot,-0.5543562067390444,-0.28068589775980646,1,0.27367030897923794
236,1000,RS,-0.56617031296204434,-0.30670501298475672,1,0.25946529997728762
236,2000,PI,-0.48075966567068057,-0.27975270416522174,1,0.20100696150545883
236,2000,Boot,-0.47347118616187267,-0.28880663481148006,1,0.18466455135039261
236,2000,RS,-0.47796258149577836,-0.28254978834012395,1,0.19541279315565441
236,5000,PI,-0.47864830348583504,-0.35633220003847571,1,0.12231610344735933
236,5000,Boot,-0.47381946198777675,-0.3571749946362695,1,0.11664446735150724
236,5000,RS,-0.48337993372447496,-0.35160056979983578,1,0.13177936392463918
236,10000,PI,-0.47353635883892248,-0.38863801638757384,1,0.084898342451348641
236,10000,Boot,-0.46863542524259616,-0.3786925147843298,1,0.089942910458266356
236,10000,RS,-0.47528823737087833,-0.38688613785561798,1,0.088402099515260346
237,500,PI,-0.70256527959944792,-0.2149979584500549,1,0.48756732114939305
237,500,Boot,-0.65585714962177166,-0.24472148181628586,1,0.41113566780548583
237,500,RS,-0.63700860861694497,-0.28055462943255782,1,0.35645397918438715
237,1000,PI,-0.57469923497228426,-0.27822744662366794,1,0.29647178834861632
237,1000,Boot,-0.56970894547656081,-0.25884193500030123,1,0.31086701047625959
237,1000,RS,-0.48816962095420063,-0.36475706064175156,1,0.12341256031244907
237,2000,PI,-0.62525237545149182,-0.42163322245847951,1,0.20361915299301231
237,2000,Boot,-0.61861078907158584,-0.42316220867398857,1,0.19544858039759727
237,2000,RS,-0.68183719254682373,-0.36504840536314764,1,0.31678878718367609
237,5000,PI,-0.54596803344015266,-0.42225155164003114,1,0.12371648180012151
237,5000,Boot,-0.54363659389776842,-0.41821039478958022,1,0.1254261991081882
237,5000,RS,-0.55701543491023187,-0.41120415016995193,1,0.14581128474027993
237,10000,PI,-0.51100386736673309,-0.42559091532717874,1,0.085412952039554346
