replication,T,method,lower,upper,covers,length
96,1000,Boot,-0.59200078669095224,-0.29860560061506358,1,0.29339518607588866
96,1000,RS,-0.56130889217246049,-0.33255216455744707,1,0.22875672761501342
96,2000,PI,-0.45674523970022873,-0.26886167469923516,1,0.18788356500099357
96,2000,Boot,-0.44630685835869294,-0.26366957878472042,0,0.18263727957397252
96,2000,RS,-0.50703239074810358,-0.21857452365136029,1,0.28845786709674326
96,5000,PI,-0.48060083251453939,-0.35835589858852818,1,0.12224493392601121
96,5000,Boot,-0.47689544110206883,-0.35597976935707448,1,0.12091567174499435
96,5000,RS,-0.49323811458620948,-0.34571861651685809,1,0.14751949806935138
96,10000,PI,-0.48131343506708413,-0.39664221786309417,1,0.084671217203989957
96,10000,Boot,-0.47693207376527935,-0.39592011294302826,1,0.081011960822251095
96,10000,RS,-0.49299059674747792,-0.38496505618270038,1,0.10802554056477753
97,500,PI,-0.69613291985662884,-0.1823166098849977,1,0.51381630997163108
97,500,Boot,-0.68163215818784151,-0.19338496189239629,1,0.48824719629544522
97,500,RS,-0.60024530292101175,-0.27820422682061474,1,0.32204107610039701
97,1000,PI,-0.60390179186896864,-0.30347646780904697,1,0.30042532405992167
97,1000,Boot,-0.60588384723366695,-0.2833676635251452,1,0.32251618370852175
97,1000,RS,-0.51415785359524424,-0.39322040608277131,1,0.12093744751247293
97,2000,PI,-0.53884138213562038,-0.34342981375890119,1,0.19541156837671919
97,2000,Boot,-0.55022389466973476,-0.34920233221430624,1,0.20102156245542852
97,2000,RS,-0.46891557113148702,-0.4133556247630345,1,0.055559946368452517
97,5000,PI,-0.50177077630149303,-0.37997423753636672,1,0.12179653876512631
97,5000,Boot,-0.49845726385613198,-0.37418161166765451,1,0.12427565218847747
97,5000,RS,-0.47425375354727972,-0.40749126029058003,1,0.066762493256699695
97,10000,PI,-0.48244965038759396,-0.39810427135592735,1,0.084345379031666612
97,10000,Boot,-0.4785190845015711,-0.39560417371922679,1,0.082914910782344309
97,10000,RS,-0.47745786756330405,-0.40309605418021727,1,0.074361813383086783
98,500,PI,-0.79620544743325528,-0.2815810962490678,1,0.51462435118418748
98,500,Boot,-0.73094924712163722,-0.25444457732490156,1,0.47650466979673567
98,500,RS,-0.69466934609038866,-0.38311719759193441,1,0.31155214849845425
98,1000,PI,-0.66399265145665975,-0.33748813609319439,1,0.32650451536346536
98,1000,Boot,-0.6239044135419417,-0.34427981020314002,1,0.27962460333880168
98,1000,RS,-0.61243267974126603,-0.38904810780858812,1,0.22338457193267791
98,2000,PI,-0.54672560303517026,-0.33913310401343544,1,0.20759249902173482
98,2000,Boot,-0.53798256707755554,-0.34562159093728617,1,0.19236097614026937
98,2000,RS,-0.55003578187039048,-0.33582292517821521,1,0.21421285669217527
98,5000,PI,-0.51007755364742369,-0.38717695618335368,1,0.12290059746407
98,5000,Boot,-0.50821871988717648,-0.3923367244507085,1,0.11588199543646799
98,5000,RS,-0.49469727895080234,-0.40255723087997503,1,0.092140048070827318
98,10000,PI,-0.51724251057710369,-0.43071298962776616,1,0.086529520949337524
98,10000,Boot,-0.51468988011172878,-0.43283641596754657,1,0.081853464144182209
98,10000,RS,-0.52894840908259533,-0.41900709112227458,1,0.10994131796032075
99,500,PI,-0.79808513556781879,-0.34419048309680889,1,0.45389465247100991
99,500,Boot,-0.75164228271769817,-0.36817634725000603,1,0.38346593546769214
99,500,RS,-0.6974925878433762,-0.44478303082125142,1,0.25270955702212478
99,1000,PI,-0.65292887900335173,-0.35862445238210483,1,0.2943044266212469
99,1000,Boot,-0.64568817370651077,-0.34107442911690239,1,0.30461374458960838
99,1000,RS,-0.59994001597940327,-0.41161331540605328,1,0.18832670057334999
99,2000,PI,-0.57172916691830056,-0.37478180170788283,1,0.19694736521041772
99,2000,Boot,-0.56375072862473641,-0.34683694185597658,1,0.21691378676875983
99,2000,RS,-0.56702671292748696,-0.37948425569869648,1,0.18754245722879048
99,5000,PI,-0.49535085687602037,-0.37608273897917216,1,0.11926811789684821
99,5000,Boot,-0.492666061119795,-0.36669949141945535,1,0.12596656970033965
99,5000,RS,-0.50024322617748695,-0.37119036967770558,1,0.12905285649978138
99,10000,PI,-0.48538700449041333,-0.40128454809069697,1,0.084102456399716363
99,10000,Boot,-0.48652491285403343,-0.39630148009000621,1,0.090223432764027223
99,10000,RS,-0.47081732264511245,-0.41585422993599785,1,0.054963092709114592
100,500,PI,-0.64001869854590632,-0.11472698654631408,1,0.52529171199959224
100,500,Boot,-0.58633132184772363,-0.13899597875852601,1,0.44733534308919765
100,500,RS,-0.65140116356846955,-0.1033445215237509,1,0.5480566420447186
100,1000,PI,-0.60620520440712999,-0.29912125606785989,1,0.30708394833927011
100,1000,Boot,-0.60286234957688678,-0.25875812893658445,1,0.34410422064030233
100,1000,RS,-0.63233061884959374,-0.27299584162539614,1,0.3593347772241976
100,2000,PI,-0.62829766947679244,-0.42402094352671577,1,0.20427672595007668
100,2000,Boot,-0.62528121650334101,-0.40146674409272615,1,0.22381447241061486
100,2000,RS,-0.67045824956013345,-0.38186036344337482,1,0.28859788611675863
100,5000,PI,-0.54070094608501418,-0.41906538196874837,1,0.1216355641162658
100,5000,Boot,-0.54202162463223125,-0.40681315601624213,1,0.13520846861598912
100,5000,RS,-0.5516161512406943,-0.4081501768130682,1,0.1434659744276261
100,10000,PI,-0.49577292797403533,-0.41092009537324575,1,0.084852832600789574
100,10000,Boot,-0.48759016108664671,-0.41050069343672319,1,0.077089467649923527
100,10000,RS,-0.54159742993796434,-0.36509559340931674,1,0.17650183652864759
101,500,PI,-0.8078051104532572,-0.33375731094863836,1,0.47404779950461884
101,500,Boot,-0.75780155566154617,-0.32512384005977107,1,0.43267771560177509
101,500,RS,-0.75404731571095829,-0.38751510569093728,1,0.36653221002002101
101,1000,PI,-0.73745877205891908,-0.4295324481389805,1,0.30792632391993857
101,1000,Boot,-0.71662467667468632,-0.42233324764321012,1,0.2942914290314762
101,1000,RS,-0.71640998773902675,-0.45058123245887283,0,0.26582875528015393
101,2000,PI,-0.60645139017752903,-0.40421042722725237,1,0.20224096295027666
101,2000,Boot,-0.58991304471753814,-0.39500736640115852,1,0.19490567831637962
101,2000,RS,-0.65634906967278439,-0.35431274773199706,1,0.30203632194078733
101,5000,PI,-0.53610105396604391,-0.41644596431915409,1,0.11965508964688981
101,5000,Boot,-0.53831255745215534,-0.41417111094501979,1,0.12414144650713554
101,5000,RS,-0.55534144560061283,-0.39720557268458523,1,0.1581358729160276
101,10000,PI,-0.51932501877036674,-0.43404082911434028,1,0.085284189656026466
101,10000,Boot,-0.5170056396123448,-0.42362893386979028,1,0.093376705742554522
101,10000,RS,-0.50891847442202354,-0.44444737346268348,1,0.064471100959340055
102,500,PI,-0.68113014643523762,-0.21193002138346514,1,0.46920012505177244
102,500,Boot,-0.65584495024186129,-0.19161872314532102,1,0.46422622709654027
102,500,RS,-0.50756726360572169,-0.3854929042129811,1,0.12207435939274058
102,1000,PI,-0.71965942013696704,-0.38997247099261734,1,0.32968694914434971
102,1000,Boot,-0.71412826519411265,-0.3804678212730096,1,0.33366044392110306
102,1000,RS,-0.77888815524617971,-0.33074373588340472,1,0.44814441936277499
102,2000,PI,-0.58924866505825269,-0.38290808954772526,1,0.20634057551052742
102,2000,Boot,-0.60000328702455663,-0.39173679566264408,1,0.20826649136191255
102,2000,RS,-0.63015721475991759,-0.34199953984606035,1,0.28815767491385724
102,5000,PI,-0.53670638977273755,-0.41486315098736809,1,0.12184323878536946
102,5000,Boot,-0.52676629413656095,-0.41807160614816763,1,0.10869468798839332
102,5000,RS,-0.52795789065029342,-0.42361165010981228,1,0.10434624054048114
102,10000,PI,-0.50441129217316405,-0.41970380468940488,1,0.08470748748375917
102,10000,Boot,-0.49841917073987413,-0.42066332256471783,1,0.077755848175156295
102,10000,RS,-0.49696484029211196,-0.42715025657045702,1,0.069814583721654944
103,500,PI,-0.59274834439271817,-0.13091245285355491,1,0.46183589153916327
103,500,Boot,-0.58352122382412286,-0.13598554839434385,1,0.44753567542977901
103,500,RS,-0.4292348666922996,-0.29442593055397348,0,0.13480893613832612
103,1000,PI,-0.5867102070508976,-0.28678129531102209,1,0.29992891173987551
103,1000,Boot,-0.57711642944701869,-0.2422721703736975,1,0.33484425907332116
103,1000,RS,-0.54833019621301504,-0.32516130614890476,1,0.22316889006411028
103,2000,PI,-0.46854053121070849,-0.2773262963792904,1,0.19121423483141808
103,2000,Boot,-0.45575304211000628,-0.26064303509226122,1,0.19511000701774506
103,2000,RS,-0.52086762280250887,-0.22499920478749003,1,0.29586841801501884
103,5000,PI,-0.48990871627597354,-0.36946717757278791,1,0.12044153870318564
103,5000,Boot,-0.48468700090760075,-0.37131783525008993,1,0.11336916565751082
103,5000,RS,-0.50483733772657868,-0.35453855612218277,1,0.15029878160439591
103,10000,PI,-0.48556840739151863,-0.40072995141595891,1,0.084838455975559723
103,10000,Boot,-0.47823722515288636,-0.40402097011949922,1,0.074216255033387135
103,10000,RS,-0.49324547655843048,-0.39305288224904705,1,0.10019259430938343
104,500,PI,-0.82041468290484121,-0.33037289869941044,1,0.49004178420543076
104,500,Boot,-0.75766739257789106,-0.29918114727390238,1,0.45848624530398868
104,500,RS,-0.6914639553927846,-0.45932362621146705,0,0.23214032918131755
104,1000,PI,-0.58802611568350394,-0.30376201018686233,1,0.28426410549664161
104,1000,Boot,-0.58630410040835512,-0.28429663255055693,1,0.3020074678577982
104,1000,RS,-0.66028197427303914,-0.23150615159732713,1,0.42877582267571202
104,2000,PI,-0.5225679030827004,-0.33014381690347855,1,0.19242408617922185
104,2000,Boot,-0.50522896959444141,-0.32466646223286943,1,0.18056250736157198
104,2000,RS,-0.50908673470925514,-0.34362498527692387,1,0.16546174943233127
104,5000,PI,-0.5337500899365285,-0.41460149507988675,1,0.11914859485664175
104,5000,Boot,-0.52950451008618338,-0.40901850383477401,1,0.12048600625140937
104,5000,RS,-0.55857518139729234,-0.38977640361912291,1,0.16879877777816943
104,10000,PI,-0.5097227225528338,-0.42632879484819963,1,0.083393927704634163
104,10000,Boot,-0.5074099630607285,-0.42483195605899177,1,0.082578007001736731
104,10000,RS,-0.49568302405835318,-0.44036849334268025,1,0.055314530715672938
105,500,PI,-0.58277183731437732,-0.12680788178929087,1,0.45596395552508645
105,500,Boot,-0.55445636599527071,-0.15210231530081611,1,0.40235405069445462
105,500,RS,-0.5451541332269122,-0.16442558587675596,1,0.38072854735015627
105,1000,PI,-0.5731067997120014,-0.2910846237707535,1,0.2820221759412479
105,1000,Boot,-0.56391270755917888,-0.27453568833926312,1,0.28937701921991577
105,1000,RS,-0.55862596068965542,-0.30556546279309948,1,0.25306049789655594
105,2000,PI,-0.54238295459247921,-0.35137867338951018,1,0.19100428120296903
105,2000,Boot,-0.53923872069927359,-0.34157576017052116,1,0.19766296052875243
105,2000,RS,-0.50413853512506457,-0.3896230928569247,1,0.11451544226813987
105,5000,PI,-0.54764288713381004,-0.42758605940740591,1,0.12005682772640414
105,5000,Boot,-0.53992679902305452,-0.42320141323847621,1,0.11672538578457831
105,5000,RS,-0.57001429642423762,-0.40521465011697827,1,0.16479964630725935
105,10000,PI,-0.49939848267354869,-0.41508786358080507,1,0.084310619092743622
105,10000,Boot,-0.4920644971361115,-0.41209486024299158,1,0.079969636893119922
105,10000,RS,-0.51346780891648891,-0.4010185373378648,1,0.11244927157862411
106,500,PI,-0.57761172314277298,-0.05802068711660846,1,0.51959103602616452
106,500,Boot,-0.52859730968903218,-0.1094958543829293,1,0.41910145530610288
106,500,RS,-0.38876722178475176,-0.24686518847462965,0,0.14190203331012211
106,1000,PI,-0.56658495474876658,-0.26669683422714441,1,0.29988812052162217
106,1000,Boot,-0.55546938885696573,-0.28440618496349862,1,0.27106320389346711
106,1000,RS,-0.58051100887383678,-0.25277078010207427,1,0.32774022877176251
106,2000,PI,-0.55888529259562281,-0.35697214786586168,1,0.20191314472976113
106,2000,Boot,-0.547708786865022,-0.36076141678888735,1,0.18694737007613466
106,2000,RS,-0.55051907507808973,-0.36533836538339476,1,0.18518070969469497
106,5000,PI,-0.53789805258791468,-0.41483727222289024,1,0.12306078036502444
106,5000,Boot,-0.53167317682940096,-0.41825940738499545,1,0.11341376944440551
106,5000,RS,-0.52927083874147829,-0.42346448606932668,1,0.1058063526721516
106,10000,PI,-0.5103030721200843,-0.42537103549329197,1,0.084932036626792329
106,10000,Boot,-0.51202298300229931,-0.4224643133395336,1,0.089558669662765711
106,10000,RS,-0.49533406382065687,-0.44034004379271946,1,0.054994020027937407
107,500,PI,-0.79179180603065313,-0.24416532969756444,1,0.5476264763330887
107,500,Boot,-0.73749282083579226,-0.25185609517777663,1,0.48563672565801563
107,500,RS,-0.80188300928750367,-0.2340741264407139,1,0.56780888284678976
107,1000,PI,-0.59544471823272682,-0.28867285819374888,1,0.30677186003897794
107,1000,Boot,-0.60907478996993425,-0.26672499956896722,1,0.34234979040096702
107,1000,RS,-0.62453357868725057,-0.25958399773922508,1,0.36494958094802549
107,2000,PI,-0.60030743354911187,-0.39221652675634983,1,0.20809090679276204
107,2000,Boot,-0.59104626324883969,-0.40394260456040088,1,0.18710365868843881
107,2000,RS,-0.59900284245502045,-0.39352111785044136,1,0.20548172460457909
107,5000,PI,-0.54612703240115468,-0.42032572720809558,1,0.1258013051930591
107,5000,Boot,-0.53668610685589668,-0.40896327081388234,1,0.12772283604201434
107,5000,RS,-0.56339740650665049,-0.40305535310259971,1,0.16034205340405078
107,10000,PI,-0.49839109415378036,-0.41335723472540142,1,0.085033859428378933
107,10000,Boot,-0.49891393317193145,-0.40847745939556446,1,0.090436473776366988
107,10000,RS,-0.5311205391272521,-0.38062778975192968,1,0.15049274937532242
108,500,PI,-0.50010193562984884,-0.09185978742102241,1,0.40824214820882643
108,500,Boot,-0.4893482808959313,-0.097168134348185442,1,0.39218014654774586
108,500,RS,-0.45203880447764722,-0.139922918573224,1,0.31211588590442318
108,1000,PI,-0.54675848603987243,-0.26478785223654216,1,0.28197063380333026
108,1000,Boot,-0.54729597280806541,-0.25211473528005468,1,0.29518123752801073
108,1000,RS,-0.56252612844968874,-0.2490202098267259,1,0.31350591862296284
108,2000,PI,-0.51355973108228792,-0.32280815121898337,1,0.19075157986330454
108,2000,Boot,-0.51106544929778241,-0.32342413264212733,1,0.18764131665565509
108,2000,RS,-0.47939624529565972,-0.35697163700561152,1,0.1224246082900482
108,5000,PI,-0.48806425186291363,-0.3691892073213941,1,0.11887504454151954
108,5000,Boot,-0.4925900099587453,-0.36673588096944304,1,0.12585412898930226
108,5000,RS,-0.46542281772694238,-0.39183064145736535,1,0.073592176269577037
108,10000,PI,-0.47470522693707007,-0.39233504010944753,1,0.082370186827622538
108,10000,Boot,-0.47859998529337844,-0.3937174205107406,1,0.084882564782637837
108,10000,RS,-0.48810671827773,-0.3789335487687876,1,0.1091731695089424
109,500,PI,-0.54937865509026129,-0.12901952816373702,1,0.42035912692652427
109,500,Boot,-0.53488496745567349,-0.14633774844962288,1,0.3885472190060506
109,500,RS,-0.39515747139334562,-0.28324071186065264,0,0.11191675953269298
109,1000,PI,-0.50762641945543019,-0.23357335267828749,1,0.2740530667771427
109,1000,Boot,-0.49832801954706074,-0.24912037219331215,1,0.24920764735374859
109,1000,RS,-0.44717795641672653,-0.29402181571699115,0,0.15315614069973538
109,2000,PI,-0.46763304262163669,-0.28068407687373959,1,0.1869489657478971
109,2000,Boot,-0.46763647719365781,-0.28624568664167627,1,0.18139079055198154
109,2000,RS,-0.40207320325451279,-0.34624391624086348,0,0.055829287013649309
109,5000,PI,-0.44042371496310606,-0.32273147172969352,0,0.11769224323341254
109,5000,Boot,-0.444288784146183,-0.32380004464651552,0,0.12048873949966749
109,5000,RS,-0.40651045603509206,-0.35664473065770752,0,0.04986572537738454
109,10000,PI,-0.45981814686180106,-0.37684076183829579,1,0.082977385023505268
109,10000,Boot,-0.46108584117922996,-0.38263945734318383,1,0.07844638383604613
109,10000,RS,-0.4979310598848592,-0.33872784881523765,1,0.15920321106962154
110,500,PI,-0.44851475845119126,-0.031281854997290748,1,0.41723290345390052
110,500,Boot,-0.42692989893943384,-0.020887580620565088,0,0.40604231831886872
110,500,RS,-0.37243165696298725,-0.10736495648549477,0,0.26506670047749248
110,1000,PI,-0.49362711003255449,-0.21922023197725987,1,0.27440687805529462
110,1000,Boot,-0.46816413053713618,-0.20935928253048858,1,0.2588048480066476
110,1000,RS,-0.54578993811742527,-0.1670574038923891,1,0.37873253422503617
110,2000,PI,-0.48916945230093928,-0.30122719583783314,1,0.18794225646310614
110,2000,Boot,-0.46978422010815735,-0.30003097684934682,1,0.16975324325881053
110,2000,RS,-0.51807775682673651,-0.2723188913120359,1,0.24575886551470061
110,5000,PI,-0.48349505855718983,-0.365599050615318,1,0.11789600794187183
110,5000,Boot,-0.4747605411872694,-0.36513940706723136,1,0.10962113412003804
110,5000,RS,-0.48374737593880185,-0.36534673323370598,1,0.11840064270509587
110,10000,PI,-0.46759075390564253,-0.38506593932086108,1,0.082524814584781447
110,10000,Boot,-0.46958169107309755,-0.38741676612745723,1,0.082164924945640316
110,10000,RS,-0.44929534606252741,-0.4033613471639762,1,0.045933998898551209
111,500,PI,-0.68162642381607519,-0.21872664529598645,1,0.46289977852008873
111,500,Boot,-0.62333481324635698,-0.24158026010759368,1,0.38175455313876328
111,500,RS,-0.64746156779817676,-0.25289150131388499,1,0.39457006648429177
111,1000,PI,-0.52012726544281596,-0.22912799061584777,1,0.29099927482696819
111,1000,Boot,-0.49460731142437275,-0.23012661659259881,1,0.26448069483177394
111,1000,RS,-0.51980049576868237,-0.22945476028998132,1,0.29034573547870102
111,2000,PI,-0.51357432930724745,-0.31282939917053043,1,0.20074493013671701
111,2000,Boot,-0.50927750855997389,-0.31162805784735997,1,0.19764945071261392
111,2000,RS,-0.53687828969459261,-0.28952543878318532,1,0.2473528509114073
111,5000,PI,-0.46152538506663243,-0.34341484974612801,1,0.11811053532050442
111,5000,Boot,-0.46929092219991042,-0.33523632272214771,1,0.13405459947776271
111,5000,RS,-0.45325714503699527,-0.35168308977576518,1,0.10157405526123009
111,10000,PI,-0.47702615312921337,-0.39445479706909625,1,0.082571356060117118
111,10000,Boot,-0.47785677891520018,-0.38902481317646309,1,0.088831965738737084
111,10000,RS,-0.50988786406797004,-0.36159308613033952,1,0.14829477793763052
112,500,PI,-0.82772689053031723,-0.32623973161192149,1,0.50148715891839579
112,500,Boot,-0.791240983555618,-0.35713865053820149,1,0.43410233301741652
112,500,RS,-0.75125729564702015,-0.40270932649521851,1,0.34854796915180164
112,1000,PI,-0.573932978280149,-0.26704726472416968,1,0.30688571355597932
112,1000,Boot,-0.55720238384321452,-0.23110166151433581,1,0.32610072232887871
112,1000,RS,-0.75042744258158467,-0.090552800422734003,1,0.65987464215885061
112,2000,PI,-0.50367193488842199,-0.30579945208159609,1,0.1978724828068259
112,2000,Boot,-0.48626816625368108,-0.31014630812479865,1,0.17612185812888242
112,2000,RS,-0.52856282021832468,-0.2809085667516934,1,0.24765425346663128
112,5000,PI,-0.46375691788966827,-0.34577384999338961,1,0.11798306789627866
112,5000,Boot,-0.46095077010402791,-0.35639229879501266,1,0.10455847130901524
112,5000,RS,-0.44802482885682904,-0.36150593902622885,1,0.086518889830600187
112,10000,PI,-0.44501348749985525,-0.36285466220490614,0,0.082158825294949112
112,10000,Boot,-0.44526569668105798,-0.36734412208551503,0,0.077921574595542942
112,10000,RS,-0.43426508827363347,-0.37360306143112793,0,0.060662026842505545
113,500,PI,-0.74762946288709153,-0.17041051302354815,1,0.57721894986354338
113,500,Boot,-0.70498302647459599,-0.22154824522019656,1,0.48343478125439943
113,500,RS,-0.57150255018016383,-0.3465374257304758,1,0.22496512444968803
113,1000,PI,-0.64411855048213773,-0.32874100068620071,1,0.31537754979593702
113,1000,Boot,-0.63476777633850368,-0.33744113200002962,1,0.29732664433847406
113,1000,RS,-0.53444222275299647,-0.43841732841534198,1,0.096024894337654487
113,2000,PI,-0.65125129975203344,-0.44456229193650687,1,0.20668900781552657
113,2000,Boot,-0.64841673657499721,-0.42824999639559058,1,0.22016674017940663
113,2000,RS,-0.67238612927039887,-0.42342746241814139,1,0.24895866685225748
113,5000,PI,-0.56379383457469046,-0.43944939458031501,1,0.12434443999437544
113,5000,Boot,-0.56143849687033642,-0.42948238116592286,1,0.13195611570441357
113,5000,RS,-0.60766531277557378,-0.39557791637943174,1,0.21208739639614205
113,10000,PI,-0.48916484338468635,-0.40441154632633347,1,0.084753297058352883
113,10000,Boot,-0.48571762131911922,-0.40021094545642605,1,0.085506675862693171
113,10000,RS,-0.58447498019825594,-0.30910140951276388,1,0.27537357068549206
114,500,PI,-0.55222580400903254,-0.04781451446411078,1,0.50441128954492176
114,500,Boot,-0.49111105021961798,-0.091271342000584066,1,0.39983970821903392
114,500,RS,-0.45539297148441449,-0.14464734698872886,1,0.31074562449568566
114,1000,PI,-0.47393338129966256,-0.16538815493358153,1,0.30854522636608106
114,1000,Boot,-0.45596935071519906,-0.18466837162051719,1,0.27130097909468187
114,1000,RS,-0.50102103646962193,-0.13830049976362216,1,0.3627205367059998
114,2000,PI,-0.46654404838200492,-0.26907133092161772,1,0.19747271746038719
114,2000,Boot,-0.47021296405398194,-0.27021302661363444,1,0.1999999374403475
114,2000,RS,-0.47873206041143052,-0.25688331889219213,1,0.22184874151923839
114,5000,PI,-0.46900996132647271,-0.34944766142310074,1,0.11956229990337197
114,5000,Boot,-0.46530521928417229,-0.34975906090932363,1,0.11554615837484866
114,5000,RS,-0.47604246777969644,-0.34241515496987701,1,0.13362731280981943
114,10000,PI,-0.46917873958029022,-0.3848180738742859,1,0.084360665706004312
114,10000,Boot,-0.46843118851030308,-0.3862351641561606,1,0.082196024354142472
114,10000,RS,-0.47863226181666868,-0.37536455163790744,1,0.10326771017876124
115,500,PI,-0.75142624044930884,-0.28196336018987145,1,0.46946288025943739
115,500,Boot,-0.72999129588464262,-0.26166534540210268,1,0.46832595048253994
115,500,RS,-0.55662408260182594,-0.4767655180373544,0,0.079858564564471546
115,1000,PI,-0.61582510344086494,-0.32106797787206898,1,0.29475712556879596
115,1000,Boot,-0.6319731819600829,-0.29889442621664281,1,0.33307875574344009
115,1000,RS,-0.6557741315939597,-0.28111894971897422,1,0.37465518187498548
115,2000,PI,-0.53834618070946116,-0.34667381711026707,1,0.1916723635991941
115,2000,Boot,-0.54401898315666919,-0.34535423932565418,1,0.19866474383101501
115,2000,RS,-0.52870343265401654,-0.35631656516571175,1,0.17238686748830478
115,5000,PI,-0.49679822314706479,-0.37867325022127418,1,0.11812497292579061
115,5000,Boot,-0.49609112445228309,-0.37849277178734386,1,0.11759835266493923
115,5000,RS,-0.46582295605968843,-0.40964851730865054,1,0.056174438751037892
115,10000,PI,-0.48161678322745399,-0.39933156432152245,1,0.082285218905931545
115,10000,Boot,-0.47728201941697268,-0.39364766828039738,1,0.083634351136575302
115,10000,RS,-0.46923515271918981,-0.41171319482978663,1,0.057521957889403175
116,500,PI,-0.8399819933878131,-0.3624525396550119,1,0.4775294537328012
116,500,Boot,-0.78310637595605093,-0.38106851766171845,1,0.40203785829433247
116,500,RS,-0.79710248122941429,-0.40533205181341064,1,0.39177042941600365
116,1000,PI,-0.75358628130875061,-0.45566035185203746,0,0.29792592945671315
116,1000,Boot,-0.73376550788835393,-0.45616652725948376,0,0.27759898062887017
116,1000,RS,-0.66238752004149903,-0.54685911311928903,0,0.11552840692221
116,2000,PI,-0.59556387834473035,-0.39296189176692686,1,0.20260198657780348
116,2000,Boot,-0.56985050570982221,-0.38231304711725,1,0.1875374585925722
116,2000,RS,-0.70912368769099798,-0.27940208242065923,1,0.42972160527033876
116,5000,PI,-0.5691112935116881,-0.44559646176302115,1,0.12351483174866695
116,5000,Boot,-0.56020294683220428,-0.44014048208645684,1,0.12006246474574744
116,5000,RS,-0.56859287019411775,-0.44611488508059144,1,0.12247798511352631
116,10000,PI,-0.50866403637473245,-0.42356283809785644,1,0.085101198276876011
116,10000,Boot,-0.49875830521611797,-0.41598267887245782,1,0.082775626343660147
116,10000,RS,-0.56291185997908599,-0.3693150144935029,1,0.19359684548558309
117,500,PI,-0.60717760773237905,-0.15627069716902239,1,0.45090691056335663
117,500,Boot,-0.60362797277624469,-0.13961196361091818,1,0.46401600916532648
117,500,RS,-0.68380751164030584,-0.079640793261095633,1,0.60416671837921021
117,1000,PI,-0.52934308668117158,-0.23374519040695654,1,0.29559789627421507
117,1000,Boot,-0.53057337649631253,-0.20774486847983514,1,0.32282850801647739
117,1000,RS,-0.46354027758575761,-0.29954799950237049,1,0.16399227808338712
117,2000,PI,-0.57385332052450566,-0.36944108836670225,1,0.20441223215780341
117,2000,Boot,-0.57248477633576145,-0.35310895258433811,1,0.21937582375142334
117,2000,RS,-0.64792899220656364,-0.29536541668464433,1,0.3525635755219193
117,5000,PI,-0.48193284079221521,-0.36066389517977915,1,0.12126894561243606
117,5000,Boot,-0.47563912521068663,-0.34923100293116172,1,0.12640812227952491
117,5000,RS,-0.48550563162584909,-0.35709110434614527,1,0.12841452727970382
117,10000,PI,-0.47460627957877055,-0.38990537425168958,1,0.084700905327080966
117,10000,Boot,-0.47170709274359496,-0.38633970769884174,1,0.085367385044753219
117,10000,RS,-0.47172768584541569,-0.39278396798504445,1,0.078943717860371243
118,500,PI,-0.57470553563407467,-0.094019387393365073,1,0.4806861482407096
118,500,Boot,-0.52788887902444026,-0.116524188383205,1,0.41136469064123526
118,500,RS,-0.44994844716748372,-0.21877647585995599,1,0.23117197130752773
118,1000,PI,-0.61807425842757802,-0.33571654796012423,1,0.28235771046745378
118,1000,Boot,-0.59204987765888206,-0.32679076286558606,1,0.265259114793296
118,1000,RS,-0.76220895990667803,-0.19158184648102428,1,0.57062711342565375
118,2000,PI,-0.57415975093056482,-0.37781150998191071,1,0.19634824094865411
118,2000,Boot,-0.55381079662254706,-0.38013346334417597,1,0.17367733327837109
118,2000,RS,-0.57106454693619302,-0.38090671397628245,1,0.19015783295991057
118,5000,PI,-0.53395927998820714,-0.41389591445370616,1,0.12006336553450098
118,5000,Boot,-0.52121846386325754,-0.41010772541401935,1,0.11111073844923819
118,5000,RS,-0.50318139440909226,-0.44467380003282103,1,0.058507594376271232
118,10000,PI,-0.52855560478147845,-0.44456022198075223,1,0.083995382800726215
118,10000,Boot,-0.52602768668135602,-0.44310384601015179,1,0.08292384067120423
118,10000,RS,-0.53217648084199309,-0.44093934592023759,1,0.091237134921755503
119,500,PI,-0.58576312299782085,-0.11638172271972635,1,0.4693814002780945
119,500,Boot,-0.54860706200473497,-0.12805688372728849,1,0.42055017827744645
119,500,RS,-0.39551015426258446,-0.30663469145496275,0,0.088875462807621708
119,1000,PI,-0.51000624211579826,-0.23018576537359328,1,0.279820476742205
119,1000,Boot,-0.49629111984155128,-0.21395820684124589,1,0.28233291300030539
119,1000,RS,-0.40020193016613326,-0.33999007732325826,0,0.060211852842875002
119,2000,PI,-0.44507192147479402,-0.25909379975140023,0,0.18597812172339379
119,2000,Boot,-0.43718327477871816,-0.24425610675690373,0,0.19292716802181442
119,2000,RS,-0.40475807631414762,-0.29940764491204663,0,0.10535043140210099
119,5000,PI,-0.45485184288951236,-0.33646408343319417,1,0.11838775945631819
119,5000,Boot,-0.4446018054016761,-0.33399646297737601,0,0.11060534242430009
119,5000,RS,-0.4546355738162664,-0.33668035250644013,1,0.11795522130982627
119,10000,PI,-0.44675721768560173,-0.36419594448039927,0,0.082561273205202457
119,10000,Boot,-0.4442063015878106,-0.36091620290458459,0,0.08329009868322601
119,10000,RS,-0.44435485696883376,-0.36659830519716724,0,0.077756551771666516
120,500,PI,-0.77781294578514593,-0.24649926914714965,1,0.53131367663799622
